1926/10/7 6:13,卯時,初一,朔
1926/10/21 13:15,未時,十五,望
1926/11/5 22:34,亥時,初一,朔
1926/11/20 0:21,子時,十六,望
1926/12/5 14:12,未時,初一,朔
1926/12/19 14:09,未時,十五,望
1927/1/4 4:28,寅時,初一,朔
1927/1/18 6:27,卯時,十五,望
1927/2/2 16:54,申時,初一,朔
1927/2/17 0:18,子時,十六,望
1927/3/4 3:24,寅時,初一,朔
1927/3/18 18:24,酉時,十五,望
1927/4/2 12:24,午時,初一,朔
1927/4/17 11:35,午時,十六,望
1927/5/1 20:39,戌時,初一,朔
1927/5/17 3:03,寅時,十七,望
1927/5/31 5:06,卯時,初一,朔
1927/6/15 16:19,申時,十六,望
1927/6/29 14:32,未時,初一,朔
1927/7/15 3:22,寅時,十七,望
1927/7/29 1:36,丑時,初一,朔
1927/8/13 12:37,午時,十六,望
1927/8/27 14:45,未時,初一,朔
1927/9/11 20:54,戌時,十六,望
1927/9/26 6:11,卯時,初一,朔
1927/10/11 5:14,卯時,十六,望
1927/10/25 23:37,子時,初一,朔
1927/11/9 14:36,未時,十六,望
1927/11/24 18:09,酉時,初一,朔
1927/12/9 1:32,丑時,十六,望
1927/12/24 12:13,午時,初一,朔
1928/1/7 14:07,未時,十五,望
1928/1/23 4:19,寅時,初一,朔
1928/2/6 4:11,寅時,十五,望
1928/2/21 17:40,酉時,初一,朔
1928/3/6 19:27,戌時,十五,望
1928/3/22 4:29,寅時,初一,朔
1928/4/5 11:38,午時,十五,望
1928/4/20 13:25,未時,初一,朔
1928/5/5 4:12,寅時,十六,望
1928/5/19 21:14,亥時,初一,朔
1928/6/3 20:13,戌時,十六,望
1928/6/18 4:42,寅時,初一,朔
1928/7/3 10:48,巳時,十六,望
1928/7/17 12:35,午時,初一,朔
1928/8/1 23:30,子時,十六,望
1928/8/15 21:48,亥時,初一,朔
1928/8/31 10:34,巳時,十七,望
1928/9/14 9:20,巳時,初一,朔
1928/9/29 20:42,戌時,十六,望
1928/10/13 23:56,子時,初一,朔
1928/10/29 6:43,卯時,十七,望
1928/11/12 17:35,酉時,初一,朔
1928/11/27 17:06,酉時,十六,望
1928/12/12 13:06,未時,初一,朔
1928/12/27 3:55,寅時,十六,望
1929/1/11 8:28,辰時,初一,朔
